"ref","1","2","3"
18310,0.549,-0.12,-1.947
38106,0.375,-1.499,-25.576
35604,0.738,-6.494,NA
20478,0.47,-0.785,-0.369
57721,0.413,-3.54,0.154
39613,0.871,NA,NA
30048,0.107,-0.739,-4.728
31264,-0.966,-2.105,-0.346
50190,-1.041,-0.238,-5.412
50399,NA,NA,NA
51319,0.726,-0.487,0.37
14387,0.182,-1.362,-29.264
25683,-0.429,-1.471,-33.532
44583,-0.794,0.243,NA
56118,0.454,0.738,NA
4082,0.083,-2.125,-0.745
8919,0.335,-0.106,-3.678
32092,0.127,-0.058,-17.185
41230,0.61,-2.967,-1.04
17820,-0.28,-0.949,-0.796
16425,0.211,-0.181,-1.967
52368,0.597,-0.168,-7.084
13388,-0.048,0.119,-4.862
32077,0.445,0.585,NA
11211,-0.014,0.195,-2.817
37552,0.583,-1.28,-10.101
59450,NA,NA,NA
48166,0.326,0.385,NA
18781,0.105,0.019,-4.748
31410,0.694,-1.137,-15.924
10672,-0.04,0.039,-3.11
56636,0.503,NA,NA
46002,0.269,0.295,NA
45382,0.299,NA,NA
34659,-0.719,0.022,-5.198
13467,-0.348,-0.477,-1.425
5198,0.249,-2.456,-11.027
38654,0.158,-0.885,NA
1577,-0.306,0.23,-0.995
50770,0.791,NA,NA
35929,0.065,-6.778,-21.585
14093,0.067,0.249,-17.53
3339,0.183,0.587,-3.287
36980,0.811,0.023,NA
12364,0.18,0.19,-1.032
8100,0.25,-0.769,-1.626
33977,-2.277,-1.624,-19.738
58666,NA,NA,NA
27639,0.167,-0.116,-2.751
9620,0.239,-0.424,-3.022
9776,-0.762,0.097,-6.087
32742,0.21,-2.973,-1.784
4321,-0.009,0.264,-0.246
47018,NA,NA,NA
20174,-0.143,-2.332,-0.548
8089,0.292,-1.522,-22.989
53781,-0.621,-0.621,NA
57667,0.021,NA,NA
35387,-0.64,-1.561,-0.906
54018,0.22,-2.814,-12.994
17396,-0.865,-1.453,-17.483
4759,0.011,0.416,-3.841
33550,0.525,-2.406,-8.038
14837,0.009,-1.315,-4.14
44949,0.613,-2.761,-5.526
52282,0.42,-1.606,-1.615
36820,0.65,0.272,-11.037
37570,0.325,-0.889,-2.712
28122,0.329,0.445,-1.26
15216,0.153,-1.407,-0.514
52439,NA,NA,NA
13931,0.034,0.225,-1.401
35425,0.555,-0.827,-1.109
169,0.183,-0.378,-3.922
13444,0.532,-24.054,-2.419
3800,0.077,-0.791,-8.464
37332,0.104,-0.706,-10.1
4742,0.438,0.088,-2.885
2970,-0.972,-0.802,-1.254
45921,0.488,-2.705,-1.112
41284,NA,NA,NA
53545,0.25,NA,NA
18792,-0.139,-0.183,-7.305
17988,0.054,-0.189,-3.305
42929,0.094,-0.826,-3.4
43458,NA,NA,NA
22432,0.378,-1.222,-0.804
31236,-0.151,-3.151,-0.144
41553,0.592,-25.37,-9.537
29943,-0.598,0.266,-7.481
14340,0.239,-0.84,-4.431
42739,-0.719,-9.16,-13.269
6830,0.149,-0.344,-12.769
23925,0.395,-14.371,-2.871
13432,-0.057,-1.505,-1.744
19496,-0.292,0.225,-0.378
12455,0.303,-0.367,-11.013
2703,-0.377,0.04,-1.21
19875,-0.524,-0.504,-8.537
32120,0.437,-11.592,-1.068
39952,0.226,-0.118,-4.923
7922,0.201,-1.22,-3.537
1525,0.232,-0.637,-7.928
27337,-1.253,-0.25,-3.198
6752,0.257,-1.696,-6.312
45049,0.408,-2.939,-0.984
56432,-1.487,-0.011,-9.137
20363,0.35,-6.952,-10.158
44921,0.158,-1.649,-31.507
2084,0.44,-1.536,-5.356
16671,-0.478,-0.271,-4.667
36103,0.821,0.643,NA
56177,0.683,NA,NA
39346,0.409,-0.078,-1.582
41101,0.285,-4.68,-0.274
8071,0.25,0.01,-6.568
33385,-0.726,-5.705,-16.898
43570,-0.081,-7.485,-4.312
2369,0.341,0.088,-12.005
5987,0.101,0.07,-0.711
34332,-0.803,-6.671,-0.89
43973,-4.918,-0.302,-12.331
57545,NA,NA,NA
26481,-1.446,-0.892,-31.982
18030,-2.583,-0.245,-26.682
59395,NA,NA,NA
10514,0.061,-1.223,-10.743
6401,0.27,-0.083,-5.271
23317,-0.22,-4.75,-1.714
6545,0.178,-0.748,-2.831
28484,-0.192,0.183,-4.433
44158,0.664,-1.9,0.041
11040,-0.696,0.1,-1.115
40618,0.5,-16.371,NA
42856,0.386,-2.544,-24.137
50594,-0.862,0.33,-8.419
33148,0.289,-8.471,-16.639
33213,0.103,-0.491,NA
18080,-1.114,-0.592,-8.662
6824,0.193,-1.186,-22.144
29646,0.002,-9.41,-3.762
2459,-0.706,-0.082,-0.93
4421,-0.021,-0.176,-1.098
12389,0.297,-1.086,-1.492
36538,0.587,-51.514,-2.927
17435,0.031,-0.369,-1.149
25581,0.051,-0.124,-6.885
33802,0.447,-5.019,-0.999
29790,0.187,-0.448,-12.618
32016,0.145,-0.674,-11.01
12187,0.188,0.021,-1.549
53405,0.509,0.557,NA
39977,0.453,-0.213,-27.122
57518,0.208,-0.55,-1.194
29562,-0.119,-3.275,-3.622
27725,0.393,-2.795,-2.841
53925,NA,NA,NA
53740,NA,NA,NA
22683,-0.322,0.343,-3.941
18538,-0.14,-0.018,-4.044
8920,-0.463,0.264,-13.159
35647,-0.76,0.005,-26.039
36025,0.59,-12.74,-36.11
27535,0.164,0.189,-9.214
57839,NA,NA,NA
38039,0.704,NA,NA
31867,0.477,-0.201,-1.001
6913,0.393,-3.79,-0.468
8852,-0.742,-2.237,-1.51
55534,0.747,0.334,-3.158
46189,0.468,-3.869,-0.258
53466,0.804,0.639,NA
29111,0.51,-9.404,-3.597
58884,0.775,NA,NA
30066,0.071,-0.589,-22.01
52282,0.42,-1.606,-1.615
48093,0.42,NA,NA
55845,0.692,NA,NA
49053,-0.283,NA,NA
7415,0.352,-4.156,-3.278
42294,0.264,-0.491,-2.378
37159,-0.661,-35.232,-8.222
29771,0.207,0.091,-17.004
47542,0.019,0.108,-5.106
2224,-0.031,0.086,-4.776
32503,-0.245,-0.053,-16.887
27810,0.425,0.543,-3.768
19641,0.457,-5.183,-0.81
49281,-1.997,NA,NA
38035,0.334,-0.268,-0.935
49416,0.773,-0.959,-0.127
5828,-0.682,-0.202,-29.346
12339,-0.302,0.257,-5.58
15208,0.153,-1.653,-0.814
27233,0.06,-1.375,-5.285
23137,0.317,-0.859,-2.702
37473,0.358,-0.517,-12.615
13546,0.46,-3.238,-0.131
48966,-6.502,-0.544,-15.408
20648,-0.61,-0.062,-0.858
28458,0.369,-1.189,-5.759
48759,0.426,-6.759,NA
28108,-1.263,-0.52,-60.958
11322,0.284,0.315,-3.66
19653,-0.637,-2.323,-31.825
39616,0.816,NA,NA
38391,0.278,-0.281,-11.922
36960,0.634,-4.779,-11.047
46766,0.37,-10.151,NA
8109,0.228,0.181,-4.011
9425,-0.03,0.168,-2.236
53863,0.737,-1.788,-0.522
19168,-1.442,-0.3,-4.125
39000,0.497,-1.364,-32.135
22118,0.282,-1.107,-2.016
6629,0.461,-1.321,-10.082
18019,0.187,-0.18,-6.12
2724,0.474,-0.171,-5.439
22364,0.147,-0.365,-2.855
34698,-0.448,-3.663,-5.436
48934,-0.821,-0.548,NA
4506,0.071,-1.307,-34.534
18477,0.577,-0.046,-0.204
17481,0.119,0.136,-3.591
5450,0.417,0.229,-8.572
44867,0.084,NA,NA
13513,0.275,-0.052,-1.281
19228,0.204,0.067,-5.354
35778,-3.864,-0.023,-2.762
14641,0.293,-0.068,-14.314
32802,0.035,-1.594,-0.445
39251,-1.292,0.308,-5.03
4816,0.181,-1.168,-1.578
11847,0.541,0.022,-2.569
38502,-1.008,-0.393,-2.528
36731,0.405,-0.134,-3.75
57600,NA,NA,NA
53773,NA,NA,NA
10785,0.168,-2.54,-6.124
14128,0.328,0.077,-0.251
32867,-0.051,-6.106,-29.149
7125,-0.349,0.212,-1.276
38462,0.073,0.093,-4.661
52555,NA,NA,NA
14658,0.275,-0.714,-0.534
5311,0.183,-3.135,-0.792
56755,-1.158,NA,NA
52505,0.496,0.3,-5.998
33873,0.229,-0.778,-1.608
55112,0.354,-2.743,NA
55625,0.485,0.711,-4.313
35234,0.141,-0.241,-23.578
17962,0.296,-0.531,-2.861
30239,0.372,-1.379,-1.797
17404,-0.523,0.214,-1.647
11056,0.151,-0.755,-2.847
1510,0.431,0.102,-1.112
56191,NA,NA,NA
45013,0.483,-5.971,-7.265
42385,-1.872,-1.55,-27.95
54971,0.394,-2.092,NA
12397,0.389,-0.657,-3.441
9715,0.068,-0.428,-1.092
2532,0.383,-3.739,-10.694
36016,0.501,-1.081,-1.179
34174,-0.071,-0.151,-10.466
34412,0.221,-0.755,-4.263
6920,0.258,-0.215,-11.687
12399,0.394,-0.183,-2.321
5428,0.082,-0.406,-3.511
11135,0.135,-0.89,-6.371
52078,0.606,NA,NA
24566,0.242,-5.002,-5.132
41794,0.384,-7.299,-0.949
19670,0.113,-0.404,-8.512
7561,-0.421,0.067,-1.197
36775,0.327,-0.044,-1.902
3437,0.54,-0.829,-11.366
56051,0.175,NA,NA
15017,0.166,-2.425,-0.62
8485,0.492,-1.153,-1.229
13110,0.442,-4.435,-0.026
55936,-0.117,-0.442,NA
36926,0.279,NA,NA
51010,NA,NA,NA
22379,-0.36,-0.115,-1.622
9311,0.415,-0.792,-5.16
35692,-0.356,NA,NA
34092,0.247,-21.829,-13.022
6352,0.299,-0.028,-1.809
57663,0.488,NA,NA
18922,0.644,-1.463,-1.235
25849,0.325,-0.239,-3.419
4570,0.366,0.422,-3.766
45516,0.643,-9.177,0.601
31494,-2.402,-0.522,-5.088
22999,-0.46,0.008,-2.833
35800,0.003,-12.211,-8.981
17844,-0.213,-0.277,-1.053
20499,0.291,-1.34,-3.099
59226,NA,NA,NA
51353,0.705,0.052,NA
23012,-0.322,-0.294,-7.446
35969,-0.057,-17.482,-9.835
14325,0.007,-0.021,-4.604
43923,0.63,NA,NA
11514,-0.74,-0.204,-10.983
27582,0.475,-0.49,-24.376
56885,NA,NA,NA
34737,-1.237,-1.532,-4.44
29416,0.675,-0.305,-2.012
26721,0.12,-1.427,-1.024
22205,0.311,-1.035,-4.696
10443,0.344,0.05,-3.225
29123,-0.316,-2.279,-1.576
33141,0.329,-2.384,-0.251
33662,0.192,-0.607,-5.464
11398,0.088,-0.795,-35.984
9640,0.073,0.068,-0.306
22341,0.308,-4.688,-43.852
24803,0.563,-4.183,-4.954
6263,0.363,-4.174,-3.317
3575,-0.597,-0.387,-0.679
38926,0.252,-0.424,-34.761
31245,0.33,-0.231,-10.713
58235,0.755,0.466,-3.845
9669,-0.327,0.343,-5.121
49086,0.417,-67.039,-2.128
58308,NA,NA,NA
38948,0.432,0.222,-83.173
38342,-1.044,-6.015,-7.169
50066,0.223,-5.421,NA
9199,-0.161,0.046,-4.331
14334,0.195,-0.193,-2.469
35044,0.18,0.043,-1.721
1641,0.318,-0.226,-1.793
8060,0.207,0.199,-2.511
33230,-1.162,-1.006,-7.792
5154,-0.183,-0.511,-1.317
24129,0.074,-2.705,-0.906
51327,0.464,NA,NA
26378,0.33,-2.256,-13.335
30416,0.046,0.288,-7.614
10286,0.022,0.263,-2.241
24107,0.562,-0.092,-1.73
38562,-0.302,-0.069,-11.528
55807,0.359,-1.981,NA
31455,0.446,-13.514,-2.352
32662,0.439,-2.667,-21.63
3130,0.519,-1.212,-0.963
22664,0.144,-1.193,-19.239
23554,-1.388,-1.302,-5.963
50242,0.2,-2.84,NA
46088,0.336,-3.176,-0.485
31388,-0.315,-0.739,-16.976
38921,0.545,-21.527,-30.004
11999,-0.169,-5.762,-2.503
8756,-0.055,0.479,-7.464
42525,0.342,-6.701,-16.707
55724,-0.312,-0.043,NA
26669,0.7,0.009,-6.369
33237,0.331,-0.366,-3.742
20730,-0.226,-1.703,-1.079
56617,0.469,-9.898,-1.42
6641,-0.067,0.264,-4.585
30160,0.11,0.044,-3.077
4267,0.141,0.262,-4.673
57778,0.603,-3.148,-0.52
37040,-0.511,-7.746,-6.533
24480,0.309,-0.037,-4.074
14861,0.146,0.059,-7.282
30418,0.125,0.134,-5.328
49044,-0.029,0.658,NA
13913,-0.389,-0.408,-10.732
54883,0.448,-3.613,NA
52939,0.506,-5.395,NA
41146,0.497,NA,NA
26220,0.244,-2.09,-0.883
26163,0.501,-5.772,-7.832
29343,-0.325,NA,NA
5366,-0.989,-0.116,-7.751
26298,0.178,-0.627,-3.671
26649,-2.016,-1.009,-19.908
13604,-0.009,0.148,-1.883
58334,0.756,-3.176,0.035
38863,-1.059,-0.657,-14.367
44171,0.445,0.428,-3.799
51441,-2.639,-2.197,-34.045
35289,0.528,-1.027,-4.873
17664,-0.688,-0.202,-0.573
30754,0.142,0.373,-1.108
