"ref","1","2","3"
1224,0.305,-3.985,0.007
5797,0.205,-3.49,-1.016
3119,0.057,-0.471,-1.548
4592,-1.079,0.149,-1.238
2448,-0.554,-0.889,-0.325
4670,0.295,0.589,-1.793
5510,-1.351,-0.131,-2.566
3198,-0.153,-1.092,-0.514
7510,-0.071,-0.144,-1.822
776,-0.591,-0.827,-0.355
3680,-0.093,-1.456,-0.206
2227,0.173,-0.289,-2.213
5115,-0.487,-0.006,-0.351
3711,0,-0.527,-3.373
3801,-0.662,0.382,-0.975
7356,-0.61,-0.17,-0.462
3322,-0.771,-0.371,-2.403
3151,0.056,-0.583,-0.156
3263,-0.188,0.216,-1.362
4487,0.105,-0.643,-0.502
600,0.395,-0.097,-1.918
628,0.386,0.105,-5.359
2130,-2.522,0.166,-1.044
612,0.388,-1.786,-0.343
1877,-0.439,0.108,-3.234
2154,-2.291,-0.224,-2.503
6381,-0.759,-0.232,-2.116
3710,-0.133,-0.211,-1.603
1685,-0.099,0.444,0.041
3882,-0.372,-5.637,-0.595
2104,-3.1,0.004,-0.431
8074,-0.207,-1.732,-0.505
6359,0.354,-0.298,-3.299
208,0.321,0.586,-1.852
5988,-3.014,0.273,-3.55
7694,-0.931,-1.314,-0.998
5609,-0.256,-0.942,-0.996
4875,-2.296,0.359,-2.27
7780,0.415,-2.945,-0.514
388,-2.177,-0.078,-2.619
3970,-0.425,-1.375,-0.965
3631,-0.255,-2.892,-0.736
2395,-0.427,-1.193,-0.413
2190,-2.392,0.13,-2.57
2814,-2.471,-0.65,-3.001
1697,-0.102,0.112,-0.724
5310,-0.589,-1.031,-0.363
2512,-0.113,0.133,-1.315
4515,-2.061,-0.44,-2.982
3458,0.087,-0.476,-0.626
1537,0.226,0.335,-0.64
633,-1.697,-0.06,-2.83
5154,0.469,-0.526,0.267
5276,-0.801,0.417,-0.853
6970,-0.467,0.17,-1.794
7987,-0.047,-0.709,-2.462
4926,-0.404,-1.928,-0.62
2982,-0.165,-0.828,-0.536
7509,-0.036,-0.894,-1.633
907,-1.251,0.502,-1.109
5166,-3.026,0.435,-3.339
7139,-0.511,-2.479,-2.233
2681,-0.23,-0.341,-0.825
101,0.402,-1.665,-0.652
3712,0.068,-0.476,-2.222
6907,-0.172,-0.048,-0.132
2527,-0.802,0.23,-1.767
6737,0.306,-4.189,-0.081
5295,-1.431,-0.289,-1.018
3707,0.079,-0.796,-1.208
2360,-0.069,-0.645,-2.626
3454,-1.968,-0.505,-2.939
2990,-0.561,-0.102,-1.77
1934,-0.281,0.433,-0.643
1371,-0.217,-2.429,-0.833
437,-1.399,0.159,-1.119
1305,-0.247,-1.446,-0.924
2184,0.479,0.404,-0.483
7075,-0.792,-0.189,-0.536
1117,-1.195,0.352,-1.042
5689,-0.135,-1,-0.764
4861,-1.074,0.046,-0.868
2150,0.361,-0.321,-0.865
2978,-1.948,-0.715,-4.281
2720,-1.436,-0.136,-1.739
7948,-0.355,-3.449,-0.589
712,0.287,0.273,-2.423
3087,-0.089,-0.74,-1.232
1131,-2.891,-0.012,-2.888
5746,-0.657,0.05,-3.857
1678,-0.994,0.351,-0.337
5628,-0.345,0.327,-1.757
2575,-1.35,0.035,-2.377
7323,-0.11,0.215,-1.192
1723,-0.704,0.235,-1.593
782,-1.508,0.388,0.033
6768,-2.101,0.039,-2.292
5455,-0.139,-0.562,-3.026
3609,-0.024,-1.695,-0.793
3513,-0.348,-0.708,-2.191
5506,-0.863,-0.851,-0.359
3123,-0.086,-0.159,-2.74
6361,-0.2,0.072,-0.541
3382,-0.057,-0.662,-1.611
4537,-0.55,-0.077,-0.624
3871,-2.785,-0.736,-2.336
193,0.359,0.33,-1.177
3298,0.45,0.062,-2.306
2210,0.499,0.182,-2.249
4333,0.232,0.337,-1.147
3583,-0.464,-2.128,-0.672
6531,-0.503,-0.01,-1.387
3924,0.03,-1.403,-0.587
4011,-0.436,-1.262,-2.357
395,-0.983,0.543,-0.279
1709,-0.972,-0.249,-2.523
1197,-1.091,-0.505,-0.357
4802,0.381,-7.226,-0.005
1559,0.068,0.133,-0.711
7039,-0.072,-0.183,-1.86
3136,-0.512,-0.226,0
6471,-0.4,-1.117,-0.553
5000,-1.612,-0.257,-3.037
5732,-0.085,-0.03,-0.36
3329,-0.122,-2.069,-0.304
5221,-3.419,-0.312,-5.334
6497,-1.52,0.382,-1.052
5133,-1.883,0.112,-1.975
1352,-2.248,0.379,-2.583
4938,-1.45,-0.019,-0.55
3615,-0.268,-1.476,-0.362
1626,-1.328,0.662,0.147
4109,-2.456,0.093,-1.798
1731,0.344,-4.199,-0.251
6835,0.386,-0.024,-3.287
636,-0.066,-1.052,-0.294
2117,0.328,-1.408,-0.935
2350,-0.476,-1.34,-0.309
5232,-4.198,-0.211,-4.841
6985,-2.386,-0.14,-2.968
7269,-0.488,0.086,-0.623
246,0.4,-0.666,-3.71
5248,-0.458,-0.409,-0.91
5250,0.417,-0.773,-1.389
5535,-0.152,0.378,-2.207
550,0.419,0.634,-3.283
7287,0.127,-2.312,-0.236
5706,-2.402,0.422,-1.794
4947,-1.629,0.058,-0.796
3967,-0.417,-4.394,-0.657
3147,-0.028,-1.715,-0.431
5560,-0.701,-0.282,-2.751
4819,0.428,0.501,-1.586
6544,-0.339,-0.543,-0.144
6674,0.076,-2.235,-0.503
7088,-0.471,-1.197,-0.619
554,0.259,-0.219,-0.286
3721,-0.67,-0.869,-0.393
7429,0.053,-1.451,-1.832
5044,-0.26,-0.685,-0.56
71,0.466,-0.071,-1.169
641,0.359,0.46,-1.102
7273,-1.664,0.179,-1.231
1447,-1.409,0.052,-1.603
3103,-0.407,-0.621,-1.071
3823,-0.348,0.484,-2.493
2965,0.024,-0.254,-0.473
3459,-0.098,-1.475,-0.288
7969,-1.281,-0.447,-6.278
2057,-0.269,-0.031,-0.562
2493,-0.88,-0.477,-2.27
5871,-0.91,0.471,-0.733
459,-0.757,0.713,-0.035
7713,0.234,-1.119,-2.932
90,0.054,-2.062,-0.335
6892,-0.878,0.328,-3.059
4098,0.425,0.359,-2.015
6596,-0.22,0.226,-1.287
3115,-0.134,-1.177,-1.087
6495,-0.265,-0.932,-1.117
7598,-0.231,-1.618,-0.611
4022,-0.544,-1.832,-0.706
2926,-0.57,-0.224,-0.565
1202,-0.598,0.274,-1.809
4193,0.295,-5.518,-0.25
5146,-2.013,0.047,-2.832
6058,-0.241,-4.079,-0.561
3949,-0.299,-4.215,-1.053
3571,-0.647,-0.138,-2.6
1437,-0.307,0.245,-1.427
3366,-0.108,-2.107,-0.118
6201,0.037,-0.124,-1.513
2757,0.183,-1.258,-3.055
7843,-1.375,-0.282,-5.731
371,-1.2,-0.108,-0.245
6582,-0.114,-0.275,-0.411
5081,-0.419,-0.496,-0.236
1313,-2.979,0.154,-3.933
5380,-1.914,0.514,-2.457
4909,-0.584,-2.549,-2.906
6310,0.443,0.334,-2.764
3213,0.044,0.098,-1.997
4348,0.02,-1.353,-0.545
6077,-0.449,-1.84,-1.619
6922,-0.41,-0.03,-2.679
4548,-0.975,-0.095,-0.23
6695,0.396,-0.947,-0.71
1701,-1.549,-0.154,-3.34
1540,0.331,0.397,-3.912
447,-0.522,0.273,-0.706
4890,-0.911,-0.601,-0.271
7593,-0.4,-0.24,-3.519
3331,-0.126,-0.858,-0.912
6225,0,-0.354,-2.191
2966,-1.835,-0.393,-2.575
2025,-0.318,-4.473,-0.674
6434,-0.384,-0.459,-1.284
7142,-0.084,-2.242,-1.45
5947,-2.003,-0.331,-4.285
5423,-0.165,-5.168,-1.448
6080,-0.501,-0.917,-2.007
6115,-1.161,-0.143,-2.479
6429,-0.47,-1.282,-0.351
3056,-0.39,-0.748,-0.898
639,-0.591,0.122,-2.551
1738,-1.455,0.436,-0.438
