"ref","1","2","3"
961,0.737,0.28,0.371
731,NA,NA,NA
531,NA,NA,NA
293,0.868,0.954,0.857
249,NA,NA,NA
894,0.823,0.653,0.653
1082,0.6,0.23,NA
299,0.895,0.932,0.792
1042,0.152,0.929,NA
697,0.401,0.765,0.665
860,0.402,-1.485,0.49
3,0.911,0.958,NA
522,0.74,0.689,0.664
993,0.642,0.847,0.578
100,NA,NA,NA
28,NA,NA,NA
345,0.328,-2.249,0.398
773,0.73,NA,NA
1111,0.135,NA,NA
636,0.596,0.894,0.787
546,0.379,0.424,0.569
918,0.33,-0.337,NA
262,-2.236,0.453,-7.34
1157,NA,NA,NA
1112,0.824,0.945,0.838
620,NA,NA,NA
271,0.919,0.778,0.87
945,0.36,0.732,0.432
762,0.725,NA,NA
704,0.145,0.901,0.56
555,0,NA,NA
790,0.956,NA,NA
931,0.691,0.92,0.68
915,NA,NA,NA
240,0.625,0.851,NA
910,0.634,0.858,0.778
295,0.86,0.636,0.777
258,-0.459,NA,NA
777,0.858,0.912,0.938
169,0.928,0.925,0.731
1010,0.663,0.238,0.702
1044,0.71,0.372,0.689
781,0.747,0.749,0.502
472,NA,NA,NA
631,NA,NA,NA
414,0.942,0.953,0.909
625,NA,NA,NA
169,0.928,0.925,0.731
585,NA,NA,NA
52,0.764,NA,NA
201,0.898,0.859,-0.597
320,0.833,0.765,0.642
1139,NA,NA,NA
973,-0.084,0.854,0.752
723,NA,NA,NA
469,0.816,0.752,NA
526,0.85,0.271,0.579
1108,0.288,0.839,0.633
25,0.887,NA,NA
714,0,NA,NA
1157,NA,NA,NA
496,0.574,0.767,NA
194,0.879,0.796,0.65
260,0.598,0.657,0.624
155,NA,NA,NA
1061,0.633,0.215,0.729
934,0.578,NA,NA
117,0.624,0.415,0.647
1128,-1.217,NA,NA
572,0.798,NA,NA
272,0.893,NA,NA
985,0.829,NA,NA
1154,NA,NA,NA
420,NA,NA,NA
191,0.869,NA,NA
578,0.279,0.836,0.471
981,NA,NA,NA
392,0.699,0.711,0.575
389,NA,NA,NA
956,0.929,0.963,0.8
974,NA,NA,NA
169,0.928,0.925,0.731
1154,NA,NA,NA
6,0.698,0.915,NA
163,NA,NA,NA
1010,0.663,0.238,0.702
1156,NA,NA,NA
713,0.852,0.308,0.685
59,0.129,-0.85,0.699
306,0.81,0.861,NA
29,0.714,0.922,NA
104,NA,NA,NA
425,NA,NA,NA
508,0.677,0.063,0.84
851,0.674,0.871,0.847
1048,0.205,0.193,0.607
384,0.513,0.766,0.705
575,0.726,NA,NA
866,0.564,0.885,-0.66
727,0.594,0.75,0.41
503,0.715,0.876,0.923
757,0.52,0.855,0.261
1118,NA,NA,NA
195,0.593,0.374,0.658
1084,0.771,0.525,0.696
843,0.202,NA,NA
79,NA,NA,NA
879,0.863,NA,NA
799,0.739,NA,NA
761,0.795,-0.002,0.604
1057,0,NA,NA
317,0.828,0.06,0.013
634,NA,NA,NA
161,NA,NA,NA
208,0.759,0.403,0.361
167,0.786,0.825,0.273
329,NA,NA,NA
923,0.807,0.669,-0.115
330,NA,NA,NA
215,0.87,0.831,0.157
732,0.3,0.512,0.621
554,0.852,0.849,0.887
517,0.948,NA,NA
1068,0.74,NA,NA
544,0.32,0.709,0.937
174,NA,NA,NA
748,0.491,0.889,0.753
310,0.765,0.701,0.348
635,0.938,0.763,0.825
104,NA,NA,NA
1004,NA,NA,NA
1075,0.763,0.379,0.69
491,0.678,0.593,0.591
879,0.863,NA,NA
775,0.772,0.746,0.758
1129,NA,NA,NA
641,0.596,0.772,0.718
343,NA,NA,NA
206,0.799,0.915,NA
431,0.385,0.477,-0.228
1015,0.836,0.306,0.261
120,NA,NA,NA
823,0.385,0.406,0.369
478,0.423,0.909,0.57
89,NA,NA,NA
1075,0.763,0.379,0.69
22,0.723,0.474,0.771
456,0.816,0.086,-0.35
665,0.855,0.8,0.776
220,0.703,NA,NA
776,-0.159,NA,NA
899,0.767,0.647,0.597
538,0.631,0.642,-0.399
1050,0.367,NA,NA
383,0.785,0.864,0.763
406,0.812,0.7,0.317
229,0.884,0.18,0.38
307,0.925,NA,NA
506,NA,NA,NA
32,0.774,0.936,0.799
35,0.901,0.629,0.801
503,0.715,0.876,0.923
337,NA,NA,NA
993,0.642,0.847,0.578
758,-1.357,NA,NA
798,NA,NA,NA
870,-0.032,-0.152,0.083
788,0.707,0.748,0.716
311,0.872,0.936,0.94
457,NA,NA,NA
1022,-0.159,NA,NA
72,0.67,0.392,0.766
578,0.279,0.836,0.471
925,-0.159,NA,NA
530,0.808,0.872,0.775
18,0.751,NA,NA
280,-0.034,NA,NA
452,NA,NA,NA
679,NA,NA,NA
926,0.855,0.421,-0.269
547,NA,NA,NA
296,0.546,0.995,NA
656,0.548,0.642,-0.077
559,0.723,NA,NA
1009,0.84,0.51,-0.578
303,0.694,0.512,0.642
462,0.698,0.812,NA
1121,NA,NA,NA
664,0.139,0.856,0.734
828,NA,NA,NA
310,0.765,0.701,0.348
960,0.878,0.963,0.882
96,0.935,0.976,NA
208,0.759,0.403,0.361
191,0.869,NA,NA
160,0.829,0.935,NA
684,-0.345,NA,NA
276,0.783,0.819,0.582
1045,0.67,0.676,NA
850,NA,NA,NA
371,0.881,0.779,0.779
1098,0.534,0.574,0.711
756,0.68,NA,NA
1072,0.913,0.9,0.313
565,0.79,0.761,0.375
965,-4.219,0.912,NA
404,0.938,0.944,0.85
725,0.865,0.893,NA
1170,NA,NA,NA
39,0.805,0.907,NA
1176,NA,NA,NA
472,NA,NA,NA
1132,0.424,0.576,0.544
808,0.498,0.652,0.474
504,0.832,NA,NA
227,0.848,0.793,0.734
472,NA,NA,NA
456,0.816,0.086,-0.35
1120,-0.66,NA,NA
682,0.678,0.526,-0.169
887,0.884,0.728,NA
557,NA,NA,NA
943,0.946,0.897,0.949
720,-1.357,NA,NA
514,0.932,0.974,0.909
253,0.627,0.803,0.84
874,0.498,0.008,0.71
94,0.549,0.757,NA
319,0.747,0.809,0.792
539,0.7,NA,NA
1049,0.558,0.918,0.504
1099,0.176,0.396,0.372
534,0.608,0.793,0.79
651,NA,NA,NA
442,0.526,0.813,0.567
813,NA,NA,NA
211,0.923,0.751,0.812
150,0.76,0.765,0.783
732,0.3,0.512,0.621
261,0.83,0.521,0.114
273,0.911,0.917,0.593
433,0.884,0.789,0.922
638,0.537,0.6,0.576
227,0.848,0.793,0.734
984,NA,NA,NA
1073,0.879,0.859,0.833
1160,NA,NA,NA
1113,0.345,0.901,0.887
1060,-0.404,NA,NA
800,0.663,0.718,0.564
987,0.783,0.718,0.598
794,0.763,0.733,-0.104
945,0.36,0.732,0.432
494,0.573,0.915,0.858
352,0.596,0.311,-0.37
1079,0,NA,NA
353,0.704,NA,NA
659,0.868,0.796,0.645
586,0.841,0.629,0.676
573,0.976,NA,NA
932,0.733,0.765,0.497
1164,NA,NA,NA
1046,0.808,0.933,NA
213,0.748,0.935,0.741
205,0.945,0.973,0.883
96,0.935,0.976,NA
664,0.139,0.856,0.734
722,0.51,-0.028,0.55
522,0.74,0.689,0.664
147,0.513,0.89,NA
47,NA,NA,NA
40,0.729,0.823,0.891
960,0.878,0.963,0.882
81,0.69,0.353,NA
59,0.129,-0.85,0.699
996,NA,NA,NA
237,NA,NA,NA
389,NA,NA,NA
919,0.701,0.445,0.679
416,0.737,0.885,0.569
677,0.612,0.893,0.911
922,0.535,0.8,-0.213
1113,0.345,0.901,0.887
327,0.796,0.728,0.882
489,0.797,NA,NA
1097,0.797,0.856,NA
918,0.33,-0.337,NA
822,0.735,0.537,0.724
686,NA,NA,NA
153,0.925,NA,NA
1134,NA,NA,NA
343,NA,NA,NA
351,NA,NA,NA
530,0.808,0.872,0.775
981,NA,NA,NA
1046,0.808,0.933,NA
1080,0.926,0.892,0.796
946,0.687,0.848,0.773
321,0.728,NA,NA
598,0.523,0.948,NA
67,0.699,0.729,NA
