"ref","1","2","3"
28253,0.389,0.499,-1.964
56886,0.43,0.362,-0.643
19313,-2.929,NA,NA
4897,-0.965,-0.687,-0.477
37126,0.008,-0.023,-0.23
46686,-0.14,-0.517,-2.015
3472,0.563,0.255,0.522
31272,0.699,0.604,-0.126
39730,0.631,-0.217,0.01
3315,0.341,-0.57,-0.789
14501,0.817,0.616,-2.495
40105,0.625,-0.066,-0.194
16133,-0.093,-0.045,0.035
11470,0.609,-0.133,0.175
19977,0.679,0.778,-1.154
9576,0.512,0.644,0.894
54893,0.698,-1.87,0.186
59544,0.691,-0.307,-0.192
7334,0.547,0.235,0.232
28486,0.663,-0.403,NA
41650,0.296,-0.927,-0.537
39348,0.564,0.678,0.337
20329,0.124,-1.518,NA
19434,0.135,-1.316,NA
18464,0.471,0.607,0.481
60938,0.911,0.733,0.332
2856,-0.69,0.412,-0.577
43465,0.387,-0.463,-1.176
47630,0.503,0.217,-1.309
25027,-0.231,-0.931,NA
34614,-0.69,0.624,0.59
57601,0.637,-0.19,0.486
47755,0.766,0.642,0.023
18312,-0.345,0.62,NA
36428,0.612,0.536,0.079
11474,0.376,0.767,0.243
28117,0.682,-0.655,NA
44396,-0.251,0.242,NA
31285,-0.366,0.766,-0.138
12123,0.187,-0.762,-0.659
60439,0.642,0.378,-0.182
4707,-0.369,0.401,NA
33469,0.704,0.463,0.064
31474,0.388,0.825,0.328
48416,0.188,0.272,-0.884
61743,0.801,0.748,NA
47785,0.448,0.73,0.51
10889,0.464,0.58,-2.326
59891,0.611,0.239,0.653
43142,0.392,-0.046,-0.965
58799,0.164,-0.942,-3.668
20835,0.343,0.06,0.169
10079,0.544,0.634,0.393
46832,0.186,NA,NA
12505,0.544,0.819,0.285
40955,0.68,0.425,-1.794
21773,0.506,0.445,0.426
39013,0.719,-0.326,0.057
15645,0.423,0.707,0.394
40124,0.699,0.539,-0.243
14249,0.669,0.191,-1.597
38385,0.52,-0.036,0.372
44079,0.615,NA,NA
55,-0.29,NA,NA
28588,0.631,0.653,-0.93
19058,0.248,0.255,-5.583
12473,0.377,-0.319,0.387
1123,0.522,0.622,0.606
27097,0.779,0.601,-0.775
18254,0.688,0.153,-0.773
28700,0.497,0.043,0.065
48490,0.657,0.629,-0.143
19735,-0.69,0.806,0.646
5307,-0.69,0.496,0.414
62929,0.281,0.123,NA
57927,0.627,0.765,0.011
50811,-0.038,0.174,-0.886
8576,0.513,0.863,0.567
31709,0.609,0.734,0.558
58465,0.645,NA,NA
30096,-0.093,-0.093,-0.085
51114,0.583,0.562,-1.079
40529,0.769,0.671,0.022
39106,0.526,-0.369,-0.617
29485,0.648,0.371,NA
13619,0.498,NA,NA
25244,0.601,-0.251,-1.042
25341,0.684,0.675,0.702
22867,0.645,0.649,0.663
42016,0.773,0.002,-0.036
9893,0.67,0.624,0.371
11012,0.669,-0.019,-1.065
32105,-1.246,-0.076,-1.268
29716,0.458,-2.409,-0.656
59264,0.763,NA,NA
13426,0.403,0.417,-0.183
58878,0.59,0.72,-2.797
133,-0.588,0.501,-0.628
20370,-0.073,-0.706,NA
59089,0.088,NA,NA
20447,0.137,-0.67,NA
26064,0.169,0.138,-0.609
63087,0.715,0.202,-1.705
31988,0.181,-1.545,0.021
55452,0.396,-0.334,-0.114
46088,-0.081,-1.425,0.005
33773,-0.281,0.164,0.353
53122,0.666,0.741,-0.147
12919,0.581,0.588,0.269
11803,0.484,0.503,NA
15628,0.517,0.604,0.188
45856,0.452,NA,NA
45165,-0.337,-1.829,-0.562
56428,0.534,0.052,-0.272
3628,0.483,0.153,-1.152
32638,-0.234,-0.228,-1.472
4459,-0.092,NA,NA
23175,0.45,0.435,0.399
43095,0.507,0.064,NA
10520,0.423,0.614,0.345
13996,0.674,-1.032,-0.465
13282,0.707,0.211,-3.808
52017,-0.969,-0.687,-4.154
19632,-0.533,0.303,NA
55082,0.691,0.164,-0.989
12107,0.235,-1.937,-0.023
10300,0.314,0.594,-1.704
42871,0.82,0.428,0.13
52809,0.487,-0.379,-1.207
46554,0.269,-0.027,-0.169
50925,0.519,0.098,0.168
57162,0.682,0.722,-0.904
63403,0.497,0.484,0.179
34455,0.023,-2.273,NA
50591,0.28,-0.236,-1.147
16895,0.562,0.661,0.388
63029,0.369,0.651,0.7
10699,0.696,0.217,-0.105
9626,-0.045,0.026,NA
1527,-0.166,0.242,-0.312
50911,0.309,0.176,-0.385
22373,0.367,-5.333,-0.666
62094,-0.69,0.66,0.257
18137,0.663,0.264,-0.041
59085,-0.504,NA,NA
43770,0.308,0.142,0.029
9614,0.589,0.449,NA
49559,-0.482,0.574,NA
47039,0.607,0.28,0.221
6968,0.521,0.253,0.028
8575,0.612,0.521,0.173
51482,0.361,0.254,-0.5
22549,0.604,0.729,-0.023
40611,0.511,0.432,0.433
10810,0.69,0.65,0.184
59899,0.559,0.774,0.166
20730,0.437,-0.211,0.068
317,-0.516,0.692,0.651
16158,0.059,-0.292,NA
42102,-0.69,0.362,-0.027
52284,0.399,-2.139,-0.302
43944,0.488,0.268,-0.281
33821,-1.175,0.733,0.319
33062,0.424,0.582,0.617
29383,0.668,-0.176,-1.903
51980,0.586,-0.231,0.027
39636,0.5,-0.517,-0.542
359,-0.278,-0.407,-0.562
41004,0.392,0.497,0.215
18873,-0.69,0.588,0.373
40182,-0.213,-0.447,-1.119
7627,0.613,0.509,-0.716
47265,0.544,0.129,NA
47437,0.332,NA,NA
11993,0.434,-0.001,-0.433
41686,0.191,NA,NA
54057,0.501,-1.635,-0.644
11940,0.678,0.777,0.186
18816,-0.184,-0.403,-0.139
47027,0.634,0.339,NA
38154,0.583,-0.822,-0.511
46633,0.544,-0.453,0.031
61319,0.382,0.531,-0.857
42134,-1.913,NA,NA
29756,0.496,0.671,-0.14
35826,0.519,0.266,-0.077
5455,0.302,-0.194,NA
