"ref","1","2","3"
2424,0.443,0.716,0.851
2958,0.203,0.653,0.781
7954,0.276,0.81,0.655
5514,0.212,0.522,0.348
6433,0.108,0.759,0.876
3400,0.056,0.664,0.819
1672,0.118,0.673,0.821
8662,-0.034,0.624,0.859
3417,-0.003,0.694,0.756
5282,-6.478,0.059,0.078
1821,-1.446,-6.374,-1.796
3263,-0.046,0.552,0.819
991,0.27,0.645,0.646
50,0.332,0.676,0.857
5061,0.095,0.785,0.278
5095,0.013,0.73,0.626
7850,-0.012,0.713,0.854
8279,-1.911,0.699,-6.58
8997,-1.397,-0.17,-11.411
4482,-4.784,0.038,-0.771
743,0.213,0.716,0.865
2587,-2.247,0.548,-0.069
8397,0.01,0.684,0.88
7815,0.109,0.4,0.736
9108,-0.049,0.673,0.894
1709,0.186,0.448,0.684
3989,-2.394,0.638,0.354
137,-0.025,0.512,0.806
2130,-2.692,0.718,-24.863
6125,0.016,0.445,0.856
4689,0.279,0.771,0.631
8855,-0.007,0.707,0.847
510,0.509,-3.977,-36.435
4523,0.03,0.482,0.821
6167,-0.807,-2.062,-4.552
7351,-0.061,0.637,0.812
8152,0.06,0.674,0.866
6709,-1.48,0.516,-19.888
4588,0.22,0.689,0.821
1588,0.464,0.021,0.399
4792,-2.659,0.358,-2.417
4560,0.092,0.39,0.884
7439,-4.28,0.672,-28.846
3373,-0.795,-3.315,-2.063
1225,0.26,0.707,0.647
1786,-0.001,0.614,0.884
5293,-0.018,0.734,0.678
3113,-2.5,-2.773,-5.158
1572,0.379,0.457,0.625
3361,0.258,0.36,0.442
2902,-2.053,0.704,-17.759
8617,-0.002,0.249,0.881
3547,0.035,0.695,0.753
6422,-2.229,0.53,-0.803
3354,0.149,0.388,0.245
1601,0.046,0.419,0.872
2526,0.073,0.744,0.824
4091,0.043,0.725,0.886
4537,-0.03,0.644,0.865
8892,0.154,-0.986,0.024
5183,0.63,-0.381,-15.411
2589,-2.316,-2.001,0.252
347,0.117,0.62,0.848
8147,0.062,0.561,0.828
7761,-0.028,0.689,0.877
5917,-2.575,0.487,-18.47
2704,0.24,0.705,0.678
7588,-0.121,0.632,0.87
4387,-2.779,0.535,-11.981
2123,-2.631,0.116,-16.808
4840,0.489,0.583,0.628
595,-1.316,0.728,-8.017
6096,-0.089,0.723,0.906
5492,-2.931,0.696,0.442
5812,-2.516,0.691,0.337
4051,0.031,0.68,0.88
1922,0.138,0.673,0.854
8254,-2.326,0.673,-6.781
5270,0.264,0.744,0.861
8662,-0.034,0.624,0.859
8497,0.083,0.379,0.899
885,0.119,0.729,0.649
8596,0.253,0.733,0.693
1338,-0.896,0.133,-100.664
7529,-0.013,0.652,0.803
2370,0.35,0.627,0.803
3394,0.272,-0.337,0.605
2285,-0.07,0.68,0.835
6793,-3.891,0.442,-0.976
6156,0.055,0.796,0.308
4966,0.588,0.704,0.657
1855,-0.008,0.756,0.827
1292,0.133,0.144,-286.117
7359,0.023,0.657,0.877
2662,0.053,0.708,0.843
229,-3.868,0.644,0.094
920,0.548,0.278,0.515
7713,0.216,0.472,0.507
7293,-5.542,0.173,-3.307
5268,0.151,0.653,0.868
1202,-1.026,0.563,0.459
6437,-0.073,0.688,0.876
424,0.237,0.795,0.791
3075,-4.16,0.482,0.58
3318,-0.012,0.647,0.788
3055,-0.093,0.495,0.423
4115,0.058,0.597,0.779
5510,-0.108,0.567,0.855
8878,-0.228,0.287,0.767
7366,0.056,0.582,0.772
6469,-0.045,0.682,0.894
826,0.103,0.391,0.615
6760,-0.013,0.783,0.851
4345,-1.08,0.295,-5.194
8566,0.096,0.746,0.852
3497,-0.753,-2.836,-2.355
1817,0.177,0.294,0.26
2417,0.103,0.743,0.874
6427,0.033,0.68,0.872
2575,0.209,0.762,0.753
4353,0.634,-3.98,-40.153
5546,-0.017,0.502,0.82
4101,0.001,0.756,0.897
3372,-1.718,-3.915,-1.861
8111,-0.241,0.426,0.758
4588,0.22,0.689,0.821
6645,-3.477,0.399,-216.898
289,-4.33,0.26,0.548
7315,-0.006,0.595,0.835
5056,0.131,0.806,0.577
3197,0.335,0.63,0.796
325,0.102,0.585,0.818
2551,0.057,0.654,0.855
3311,-0.052,0.662,0.864
9113,-0.031,0.55,0.088
1528,-4.51,0.477,0.494
7917,0.107,0.495,0.796
4257,-3.12,-7.907,-3.061
2805,0.087,0.756,0.804
727,0.056,0.65,0.855
2972,-3.076,0.565,0.491
5565,-0.044,0.569,0.875
1660,0.182,0.668,0.904
2571,0.065,0.732,0.794
496,0.229,0.766,0.799
6371,0.035,0.52,0.219
7150,0.016,0.709,0.868
5958,-0.601,0.046,-6.893
219,-1.592,0.577,-0.128
5587,0.01,0.788,0.901
8527,-0.026,0.633,0.912
829,0.405,0.764,0.723
1682,-4.141,0.509,-0.098
9076,0.239,0.226,0.248
4311,-0.071,0.453,0.793
925,-0.142,0.245,0.576
1140,0.394,0.352,0.647
7725,0.06,0.642,0.875
167,0.417,0.629,0.689
5455,0.035,0.671,0.889
7548,-0.21,-1.273,-2.04
5779,-1.715,0.619,0.299
3997,0.212,0.214,0.056
2327,-0.451,0.565,0.194
7177,0.236,0.638,0.659
5997,-5.168,0.869,-13.961
6654,NA,NA,NA
3471,-0.017,0.605,0.798
8573,0.215,-0.739,0.058
6101,-0.813,0.659,0.442
1683,-0.788,0.644,0.317
524,-3.028,0.734,-3.608
243,0.281,0.798,0.808
2468,-0.878,-2.706,-2.122
4473,0.099,0.615,0.777
8360,-0.132,0.708,0.852
4928,0.174,0.511,0.358
8419,0.133,0.636,0.825
7115,-0.116,0.755,0.902
6501,-0.178,0.426,0.906
5034,0.266,0.19,0.689
115,0.399,0.748,0.825
5429,0.371,0.76,0.888
8175,-3.641,0.788,-9.38
2650,0.075,0.525,0.785
194,-0.032,0.532,0.793
26,0.14,0.826,0.844
3854,0.221,0.459,0.159
657,-0.056,-1.723,-1.479
3568,-0.023,0.579,0.857
1937,0.029,0.697,0.832
8968,-0.909,0.584,-73.167
8987,-2.6,0.768,-23.935
7171,-0.929,-2.077,-3.204
60,0.451,0.679,0.839
6071,-0.117,0.62,0.889
2990,0.269,0.461,0.681
6893,0.343,0.15,0.394
2560,0.233,0.727,0.8
3729,-0.071,0.567,0.817
6151,0.386,0.532,0.446
3408,-0.012,0.524,0.767
1663,0.116,0.792,0.905
4757,-0.139,0.29,0.493
6189,-0.128,0.474,0.876
3488,0.257,0.019,0.449
2083,-4.848,0.693,-98.923
8110,-0.094,0.631,0.813
1316,0.496,-4.928,-11.134
1218,0.414,0.077,-0.435
3996,-1.186,0.598,0.379
2802,0.112,0.706,0.795
6840,-0.049,0.709,0.873
8895,-0.048,0.547,0.869
1594,0.215,0.79,0.847
3860,0.148,0.699,0.79
4178,0.139,0.663,0.818
4478,-2.423,0.402,-0.532
1624,0.062,0.77,0.863
2356,0.302,0.736,0.82
7416,0.575,-10.67,-14.484
6329,-0.065,0.478,0.882
3934,0.118,0.485,0.833
5355,-0.271,0.774,0.649
6386,0.051,0.758,0.899
7890,0.028,0.735,0.873
9018,-0.457,0.772,-19.249
8459,0.388,0.69,0.753
3342,-0.017,0.575,0.793
7594,-0.085,0.7,0.874
4548,-0.08,0.492,0.805
7413,-3.599,0.725,-18.476
3624,-1.033,0.354,-208.196
4922,0.419,0.358,-1.705
7959,0.017,0.558,0.778
2068,0.681,-6.022,-21.912
4249,-1.475,-0.345,-0.152
6108,-0.025,0.652,0.858
6802,-0.063,0.63,0.891
368,0.008,0.615,0.85
