"ref","1","2","3"
28825,NA,NA,NA
61883,-10.699,0.907,0.864
34221,-5.998,0.797,NA
42796,0.074,0.414,0.816
58769,-0.013,0.45,NA
13123,0.134,0.633,0.913
9133,-0.004,0.374,0.946
1678,-0.015,-0.183,0.874
4613,NA,NA,NA
65533,-0.01,0.481,0.693
13379,0.114,0.366,NA
15200,0.137,0.437,0.71
61292,-2.05,0.823,0.874
21125,NA,NA,NA
62604,-0.012,0.209,0.665
19604,-0.002,0.382,0.943
41697,-0.01,-0.007,0.794
1265,-0.013,-0.003,0.549
24409,-0.03,-0.001,0.749
5472,-0.007,0.218,0.645
55482,-0.028,-0.04,0.739
62430,NA,NA,NA
49502,-0.029,-0.336,NA
46301,0.022,-2.333,-309.839
42582,NA,NA,NA
16228,-0.015,NA,NA
30733,-3.028,0.86,0.936
26064,-0.061,0.44,0.898
8630,NA,NA,NA
24375,-0.048,-0.577,NA
40623,NA,NA,NA
18218,0.101,-2.241,0.809
26959,NA,NA,NA
30473,-0.01,0.323,0.928
41163,-0.009,0.559,0.858
14585,-0.004,0.132,0.645
33799,0.028,NA,NA
32957,0.034,0.571,0.853
27203,-0.012,0.407,0.506
63063,0.01,-0.321,0.91
40405,-5.858,0.919,0.956
62240,-0.021,-0.021,NA
60743,-0.009,0.457,0.931
19309,-0.002,0.602,0.804
38759,-0.014,0.581,0.917
8174,0.198,NA,NA
5836,-2.753,0.84,0.912
5913,-0.01,0.337,NA
6345,-0.013,0.228,0.755
46441,0.007,-0.199,-1550.964
54686,0.129,0.7,0.923
19971,0.029,-0.444,0.912
46297,-25.575,0.629,-315204.194
7000,-0.011,NA,NA
37871,NA,NA,NA
48520,0.003,0.181,NA
46909,-5.171,0.843,-27850.778
55750,-0.014,0.483,0.6
14766,-1.059,0.881,0.883
30041,-0.012,0.197,0.694
31563,NA,NA,NA
46678,-0.858,0.12,-6024.066
48374,-6.37,0.645,-2329.638
53720,0,0.489,0.786
29493,-0.007,0.231,0.937
7777,0.185,0.482,0.856
26663,-0.013,-0.007,0.755
45082,0.678,-2.998,NA
56285,-0.025,0.532,0.851
61139,-0.01,0.01,0.604
22724,0.151,0.075,0.739
42627,0.094,NA,NA
23679,-1.7,0.881,0.889
55402,NA,NA,NA
27713,-0.004,0.606,0.738
41656,-0.011,0.567,0.769
21759,-0.01,0.441,NA
7385,-0.014,NA,NA
52236,-0.024,0.101,0.828
47306,-0.685,0.584,-377842.992
47620,NA,NA,NA
55807,-0.022,0.362,0.663
45469,-1.646,0.883,-5500.957
15581,-3.576,0.781,0.809
56339,-0.01,0.573,0.845
9686,-8.468,0.853,0.912
44054,-55.496,0.747,-14430.208
30365,-0.004,0.383,0.532
1622,-0.005,0.549,0.92
42113,-0.013,0.422,0.571
37432,-0.017,0.484,0.581
36571,-4.768,0.892,0.86
54736,0.034,0.379,0.914
41477,NA,NA,NA
34074,-0.005,0.223,0.918
49896,-0.003,-2.152,0.856
51442,NA,NA,NA
61327,-0.012,0.573,0.865
41068,-0.011,NA,NA
38798,-0.007,0.51,0.909
11988,NA,NA,NA
59783,-2.808,0.667,0.691
3210,-0.012,0.02,0.884
24702,-0.038,0.063,NA
27689,-0.008,0.506,0.906
66339,-0.009,-0.132,0.756
38791,-1.749,0.559,0.827
38039,0.005,0.518,0.772
14220,-0.012,-1.539,0.888
2866,0.037,0.655,0.814
58726,-0.012,0.3,0.729
59383,-6.776,0.831,0.819
10163,NA,NA,NA
4611,-0.034,0.395,NA
17577,NA,NA,NA
2745,-0.015,0.626,0.43
15456,-0.011,0.614,0.83
48382,-3.272,0.769,-1860.127
26877,-1.541,0.828,NA
66734,-0.009,0.192,0.8
45729,-12.972,0.788,-876.772
29046,-0.015,-0.009,NA
67315,NA,NA,NA
58679,-0.009,0.367,0.514
1448,-2.533,0.849,0.869
33966,-0.017,0.532,0.718
11882,-0.007,NA,NA
2193,-9.501,0.868,0.904
14346,-0.011,-1.546,0.774
59123,-0.01,0.488,0.873
11835,-0.005,NA,NA
48723,-16.007,0.895,-5631.88
23096,-0.005,NA,NA
44957,-2.626,0.82,-9624.905
1,0.085,0.531,0.917
62440,-0.011,-0.833,0.931
42564,-6.511,0.862,0.889
8863,NA,NA,NA
31565,-8.817,0.856,0.845
65189,-0.007,0.578,NA
34714,-0.014,-0.014,0.627
6386,0.197,0.583,0.761
28279,0.117,0.697,0.894
64837,NA,NA,NA
50261,-0.011,0.112,0.654
34132,-0.01,0.269,0.929
47005,-23.164,0.879,-21580.399
64675,0.005,NA,NA
60408,-4.693,0.771,0.708
6846,-0.006,0.522,0.768
10153,-0.008,0.338,NA
61009,NA,NA,NA
64348,NA,NA,NA
49952,0.245,0.59,0.889
67450,-0.056,NA,NA
37746,-0.011,-0.477,0.923
13413,-1.769,0.922,0.887
19445,-0.009,0.575,0.913
53868,-0.005,-0.346,0.872
63110,-0.008,0.15,0.92
58218,-0.012,-2.793,0.897
20305,-0.38,0.765,NA
63199,0.044,0.381,0.859
24946,-0.016,0.52,0.934
17701,-0.008,0.601,0.818
59899,-0.147,0.812,0.894
12361,NA,NA,NA
49812,-0.013,-0.012,0.664
48215,0.816,-32.077,-310.906
57865,0.139,0.813,0.829
53340,-0.01,0.399,0.853
51601,-0.012,-0.012,0.885
57077,0.115,0.49,0.873
33056,-0.002,0.473,0.876
34197,-0.005,0.42,0.891
56967,-0.034,0.639,0.737
66763,-0.005,0.168,0.733
41429,-0.009,0.134,0.838
65767,0.054,0.358,0.908
10573,-0.006,-0.003,NA
22950,0.007,0.648,0.83
49046,-0.009,0.036,0.908
16639,NA,NA,NA
22070,NA,NA,NA
41207,-1.051,0.799,NA
65507,-0.016,NA,NA
1581,NA,NA,NA
46735,-0.008,-11.757,-276.016
57810,0.051,0.692,0.426
476,0.135,0.464,0.409
2676,-0.081,NA,NA
15684,-0.025,0.553,NA
13471,-0.437,0.533,0.857
50691,-1.102,0.552,0.901
46697,-1.608,0.299,-62749.234
8854,-0.083,0.511,0.682
54061,-0.013,0.503,0.85
34115,0.025,0.314,0.935
18592,-0.002,0.507,0.875
57788,-0.013,0.026,0.69
9792,-3.945,NA,NA
15820,-0.001,0.207,0.887
45379,-9.655,0.789,-3593.427
51281,-0.009,0.451,0.839
18680,NA,NA,NA
16430,NA,NA,NA
16554,NA,NA,NA
59171,-0.004,0.645,0.889
33710,-0.076,0.776,0.876
34712,-0.032,NA,NA
59840,0.022,0.415,0.906
38402,-0.015,0.093,NA
25989,-9.232,0.808,0.906
54765,-0.017,0.609,0.802
11216,-5.954,0.84,0.87
53627,-0.009,0.295,0.878
9105,-0.017,0.541,0.811
49651,-0.014,-0.01,0.663
66260,-0.01,0.557,0.556
23563,-0.543,0.747,NA
59486,-2.661,0.869,0.787
28369,-0.363,0.594,0.893
10451,NA,NA,NA
3838,NA,NA,NA
48898,0.036,0.551,0.886
27513,-0.02,NA,NA
60186,-0.029,0.61,0.779
21645,NA,NA,NA
45597,0.786,-7.05,-3351.464
15578,-0.03,0.602,NA
2555,0.047,0.414,0.801
22567,-0.029,NA,NA
56148,-0.014,0.042,0.754
986,-0.343,0.501,0.924
56929,NA,NA,NA
33853,-0.011,0.436,0.897
57842,NA,NA,NA
14222,-0.016,-0.015,0.823
57928,-0.013,-0.006,0.762
46431,NA,NA,NA
6157,-0.008,NA,NA
9621,-7.156,0.832,0.795
4788,NA,NA,NA
53558,-6.403,0.759,0.626
3636,-0.013,0.451,0.497
11507,-0.011,NA,NA
21411,-0.01,0.624,0.848
36776,-0.008,0.232,0.894
52038,-0.021,0.638,0.795
23509,-0.012,0.6,NA
41989,-0.019,0.398,NA
63252,-0.006,0.494,0.871
36794,-0.008,0.063,0.903
11697,0.01,NA,NA
2695,0.188,-0.42,NA
34874,-9.789,NA,NA
31729,-0.019,0.596,NA
28886,NA,NA,NA
7669,-0.011,0.56,0.928
23029,0.085,NA,NA
24812,-0.011,0.421,0.634
2719,-0.029,0.611,NA
42284,-0.011,0.184,0.729
21944,NA,NA,NA
51900,-0.013,0.496,0.784
251,-0.012,0.593,0.836
43242,-3.242,0.9,-22540.875
61728,0.098,-0.715,NA
5918,-3.538,0.812,0.798
19775,NA,NA,NA
33698,-0.022,0.639,NA
30195,-1.487,0.755,0.864
20001,NA,NA,NA
65045,NA,NA,NA
2977,-0.02,-0.02,NA
4312,0.004,0.317,0.834
18815,-3.094,0.824,0.844
44182,NA,NA,NA
44069,-0.024,NA,NA
36910,-3.103,NA,NA
27489,-0.007,0.517,0.749
34962,-0.014,0.009,0.665
17306,-0.003,0.495,0.292
11312,NA,NA,NA
26435,-0.011,0.59,0.729
18810,-0.012,0.604,0.805
36893,-0.021,0.356,0.816
3677,-0.017,0.289,0.728
25242,0.226,0.108,NA
1533,-0.012,0.534,0.898
926,NA,NA,NA
58806,0.078,-0.033,0.492
39509,-0.029,0.367,NA
20807,-0.013,0.571,NA
56273,0.149,0.033,0.898
24618,-1.429,0.622,0.691
37637,-0.011,-2.618,0.874
804,-0.017,-0.524,0.816
30562,NA,NA,NA
50833,-1.5,0.663,0.873
46333,0.633,-4.789,-538.902
49898,-0.021,-0.007,0.658
67091,-4.065,0.747,0.864
37133,-0.01,0.539,0.762
12635,NA,NA,NA
33747,-0.011,0.082,0.727
44246,-47.206,0.813,-12097.305
10673,-0.012,0.221,0.74
42812,0.036,0.206,NA
20974,NA,NA,NA
28815,-0.016,0.628,0.808
7701,-0.021,NA,NA
34261,-0.037,NA,NA
17980,-0.013,0.017,0.681
64943,0.008,0.302,NA
5748,NA,NA,NA
4579,-0.01,0.017,0.894
6534,NA,NA,NA
25615,-0.016,0.553,0.892
38627,0.004,0.462,0.874
6938,-0.009,NA,NA
26656,-0.012,-0.01,0.709
14292,-0.012,-0.616,0.703
34255,-2.76,0.46,0.871
8315,-0.658,0.844,0.819
31534,-0.013,NA,NA
4970,-0.015,0.554,0.456
64054,NA,NA,NA
47801,-13.284,0.865,-66682.572
38289,-0.541,-0.039,0.345
10620,NA,NA,NA
32261,-0.013,0.041,0.892
1333,-0.012,0.429,0.712
37569,-0.013,-0.009,0.811
35119,-0.033,0.084,0.514
59738,-0.007,0.386,0.905
44389,NA,NA,NA
56467,NA,NA,NA
5210,0.024,0.688,0.889
46930,0.034,-5.031,-223.627
37289,-0.013,0.649,0.622
35361,-0.04,0.072,NA
19735,NA,NA,NA
64880,-0.007,NA,NA
54760,-0.015,0.527,0.679
42988,-0.008,0.32,0.632
12974,-0.01,0.462,0.752
52221,-0.03,NA,NA
21986,NA,NA,NA
48143,-16.227,0.856,-2156.285
18869,-0.015,NA,NA
46029,-2.439,0.527,-6508.31
64257,-0.004,0.635,0.833
59588,-0.009,0.299,0.861
35369,-0.023,0.538,0.3
21315,NA,NA,NA
46016,-0.478,0.561,-17132.146
50720,NA,NA,NA
716,-0.014,-0.013,0.693
15304,0.009,0.762,NA
52198,-0.014,0.187,0.901
22672,0.183,0.204,0.795
52941,0.104,0.357,0.845
31855,-0.006,-0.045,0.929
2274,-0.016,0.155,NA
38248,0.095,0.319,0.888
17808,-0.015,-0.013,NA
19585,-0.308,0.754,0.847
66862,-3.292,0.886,0.915
32986,NA,NA,NA
9692,-12.179,0.89,0.935
13379,0.114,0.366,NA
7980,0.038,0.324,0.88
52646,-1.047,0.819,0.862
20167,-3.731,0.901,NA
44195,-4.869,0.329,-27671.097
41685,-0.02,0.162,0.639
9276,NA,NA,NA
1531,-0.022,0.534,0.915
21736,-0.01,NA,NA
16037,0.004,0.588,0.799
6730,-0.009,NA,NA
48476,NA,NA,NA
14855,-0.024,NA,NA
47352,-0.711,0.38,-14058.649
42243,0.134,0.163,-0.648
34062,-0.012,0.121,0.518
2143,-0.022,0.374,NA
15151,0.086,-0.135,0.822
4891,-0.01,0.19,0.914
